Program ID,Facility Name,Town,County,Withdrawal Category,Withdrawal Type,Reporting Year,Average Day Withdrawal (MGD),Maximum Day Withdrawal (MGD),Easting,Northing
WWR0001721,Ski Windham,Windham (T),Greene,Recreational - Snow Making,Surface Water,2011,0.14,2.88,561234,4683206
WWR0001436,Slack Hollow Farm,Argyle (T),Washington,Agricultural,Groundwater; Surface Water,2011,0.18,,629349,4790486
WWR0001437,Sleepy Hollow Country Club,Ossining (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water,2011,0.09,0.2,595699,4553462
WWR0001441,Sodus Bay Heights Golf Club,Sodus (T),Wayne,Recreational - Golf Course,Surface Water,2011,0.04,0.86,338611,4790906
WWR0000014,Somerset Operating Company,Somerset (T),Niagara,Power - Fossil Fuel,Surface Water,2011,239,274,208055,4806650
WWR0001443,Somers Pointe Country Club - East,Somers (T),Westchester,Recreational - Golf Course,Surface Water,2011,0.1,,609511,4577033
WWR0001445,Sorbello & Sons,Granby (T),Oswego,Agricultural,Surface Water,2011,0,0,385021,4793365
WWR0001447,"South Dayton, Vg",Dayton (T),Cattaraugus,Public Water Supply,Groundwater,2011,0.07,0.12,166539,4697881
WWR0001454,Southern Cayuga Lake Intermunicipal Water Commission,Lansing (T),Tompkins,Public Water Supply,Surface Water,2011,2.81,4.89,375952,4706177
WWR0001449,"South Glens Falls, Vg",Moreau (T),Saratoga,Public Water Supply,Groundwater; Surface Water,2011,0.59,1.25,610594,4794585
WWR0001451,South Otselic Hatchery,Otselic (T),Chenango,Other,Groundwater; Surface Water,2011,1.3,1.9,435655,4721612
WWR0001452,South Shore Golf Course,Richmond (T),Richmond,Recreational - Golf Course,Groundwater; Surface Water,2011,0.09,0.16,567309,4489301
WWR0001455,Southview Farm LP,Castile (T),Wyoming,Agricultural,Groundwater; Surface Water,2011,0.08,0.09,252705,4725913
WWR0000474,Spallina  Materials,Cohocton (T),Steuben,Mine Dewatering,Groundwater; Surface Water,2011,0.93,1.44,294082,4707056
WWR0001459,"Speculator,Vg",Lake Pleasant (T),Hamilton,Public Water Supply,Groundwater,2011,0.08,0.25,552073,4815951
WWR0001460,Spellman Farm,Ripley (T),Chautauqua,Agricultural,Groundwater,2011,0,0,107746,4686911
WWR0001461,Spook Rock Golf Course,Ramapo (T),Rockland,Recreational - Golf Course,Groundwater; Surface Water,2011,0.1,0.53,575726,4553399
WWR0001462,Spring Glen Water Co,Mamakating (T),Sullivan,Public Water Supply,Groundwater,2011,0.01,0.01,546579,4611448
WWR0001463,Spring Hope Dairy,Hopewell (T),Ontario,Agricultural,Groundwater,2011,0.24,,324346,4751605
WWR0001464,Springhouse Estates,Southeast (T),Putnam,Public Water Supply,Groundwater,2011,0.01,0.03,617841,4588447
WWR0001465,Springville Country Club,Concord (T),Erie,Recreational - Golf Course,Groundwater; Surface Water,2011,0.02,0.14,196534,4710266
WWR0001466,"Springville, Vg",Concord (T),Erie,Public Water Supply,Groundwater,2011,0.63,1.18,198677,4712800
WWR0001467,"Springwater, Tn",Springwater (T),Livingston,Public Water Supply,Groundwater,2011,0.05,0.08,287036,4723561
WWR0001468,Spruce Haven Farms,Fleming (T),Cayuga,Agricultural,Groundwater,2011,0.12,0.17,368622,4746520
WWR0001476,Stafford Country Club,Stafford (T),Genesee,Recreational - Golf Course,Groundwater; Surface Water,2011,0.02,0.25,249637,4763826
WWR0001477,"Stamford, Vg",Jefferson (T),Schoharie,Public Water Supply,Groundwater; Surface Water,2011,0.13,0.29,531165,4696926
WWR0001478,Star Growers Farm LLC,Elba (T),Genesee,Agricultural,Groundwater; Surface Water,2011,0.12,0.36,246189,4770943
WWR0001479,Star Lake Water District,Fine (T),St. Lawrence,Public Water Supply,Surface Water,2011,0.08,0.15,497148,4889586
WWR0001480,Starr Ridge Manor Water District,Southeast (T),Putnam,Public Water Supply,Groundwater,2011,0.02,0.03,617897,4580733
WWR0000347,State Farm,Collins (T),Erie,Agricultural,Groundwater,2011,0,0,177345,4710940
WWR0001481,Stauffer Farms LLC,Lawrence (T),St. Lawrence,Agricultural,Groundwater,2011,0.05,0.06,526434,4957479
WWR0001482,Stevensville Water District,Liberty (T),Sullivan,Public Water Supply,Groundwater,2011,0.28,0.79,516150,4623180
WWR0001484,"Stillwater, Vg",Stillwater (T),Saratoga,Public Water Supply,Groundwater,2011,0.31,0.4,609879,4754927
WWR0001474,St. Lawrence/FDR Power Project,Massena (T),St. Lawrence,Power - Other,Surface Water,2011,79278,108686,515432,4983327
WWR0001473,St. Lawrence University,Canton (T),St. Lawrence,Recreational - Other,Surface Water,2011,0.06,0.12,487285,4937722
WWR0001346,St. Lawrence University Golf Course,Canton (T),St. Lawrence,Recreational - Golf Course,Surface Water,2011,0.05,0.08,488136,4938105
WWR0000092,St. Lawrence Zinc - Balmat Mines,Fowler (T),St. Lawrence,Mine Dewatering,Groundwater; Surface Water,2011,0.37,0.53,467367,4901359
WWR0001485,"Stockport, Tn",Stockport (T),Columbia,Public Water Supply,Groundwater,2011,0.15,0.29,603270,4682398
WWR0001486,Stone Dock Golf Course,Marbletown (T),Ulster,Recreational - Golf Course,Surface Water,2011,0.06,,570419,4629753
WWR0001488,Story Farms,Catskill (T),Greene,Agricultural,Surface Water,2011,0.1,0.3,583703,4671510
WWR0001475,St. Regis Falls Water District,Waverly (T),Franklin,Public Water Supply,Groundwater,2011,0.06,,536102,4946869
WWR0001489,"Suffern, Vg",Ramapo (T),Rockland,Public Water Supply,Groundwater; Purchase,2011,1.35,2.32,571397,4551768
WWR0001490,Sugar Hill Golf Course,Portland (T),Chautauqua,Recreational - Golf Course,Surface Water,2011,0.02,0.02,127920,4701209
WWR0001491,Sugar Loaf Hills,Chester (T),Orange,Public Water Supply,Groundwater,2011,0.05,0.1,559346,4574853
WWR0001492,Suit-Kote Terminal,Cortlandville (T),Cortland,Industrial,Groundwater,2011,0.01,0.03,405691,4716209
WWR0001495,Sunningdale Country Club,Greenburgh (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water; Purchase,2011,0.08,0.3,599054,4540547
WWR0001496,Sunny Hill Resort & Golf,Greenville (T),Greene,Recreational - Golf Course,Surface Water,2011,0.03,0.03,581766,4691212
WWR0001497,Sunnyside Farms Inc,Venice (T),Cayuga,Agricultural,Groundwater; Surface Water,2011,0.17,0.19,371339,4731783
WWR0001494,Sun Rich Farms,Barre (T),Orleans,Agricultural,Groundwater,2011,0.03,0.03,236935,4781626
WWR0001498,Sunrise Farms,Catskill (T),Greene,Agricultural,Surface Water,2011,0.25,1.25,585284,4675179
WWR0001499,SUNY Delhi Golf Course,Delhi (T),Delaware,Recreational - Golf Course,Groundwater,2011,0.01,0.16,505389,4677860
WWR0001500,Surrey Meadows Water District,Chester (T),Orange,Public Water Supply,Groundwater,2011,0.05,0.14,561255,4580339
WWR0001502,Swartz Dairy and Produce LLC,Schodack (T),Rensselaer,Agricultural,Surface Water,2011,0.01,0.04,607511,4706469
WWR0001503,Swiss Valley Farms,Warsaw (T),Wyoming,Agricultural,Surface Water,2011,,0.05,241220,4735190
WWR0001504,"Synergy, LLC",Covington (T),Wyoming,Agricultural,Groundwater; Surface Water,2011,0.11,0.15,250514,4746197
WWR0001515,"Syracuse, City",Skaneateles (T),Onondaga,Public Water Supply,Surface Water,2011,35.51,37.85,406414,4767009
WWR0001505,Syracuse Sand & Gravel - Apulia,Fabius (T),Onondaga,Industrial,Surface Water,2011,0,0,412223,4741436
WWR0001506,Syracuse Sand & Gravel - Black Creek Road,Clay (T),Onondaga,Industrial,Surface Water,2011,0,0,402636,4790206
WWR0001507,Syracuse Sand & Gravel - Brickyard Pit,Van Buren (T),Onondaga,Industrial,Surface Water,2011,0,0,392530,4772322
WWR0001763,Syracuse Sand & Gravel - Constantia,Constantia (T),Oswego,Industrial,Surface Water,2011,1.32,1.32,425910,4793158
WWR0001773,Syracuse Sand & Gravel - Fulton,Volney (T),Oswego,Industrial,Groundwater; Surface Water,2011,1.62,1.62,388109,4799616
WWR0001509,Syracuse Sand & Gravel - Gang Mills,Erwin (T),Steuben,Industrial,Surface Water,2011,0,0,323505,4666357
WWR0001510,Syracuse Sand & Gravel - Granby Pit,Granby (T),Oswego,Industrial,Surface Water,2011,0.72,0.72,379306,4801956
WWR0001511,Syracuse Sand & Gravel  - Hastings Main,Hastings (T),Oswego,Industrial,Surface Water,2011,0,0,405847,4799522
WWR0001512,Syracuse Sand & Gravel - Lake Road Pit,Phelps (T),Ontario,Industrial,Surface Water,2011,1.44,1.92,334356,4762344
WWR0001514,Syracuse Sand & Gravel - Norwich Pit,Norwich (T),Chenango,Industrial,Surface Water,2011,0,0,455454,4702115
WWR0001513,Syracuse Sand & Gravel - Sennett Pit,Sennett (T),Cayuga,Industrial,Surface Water,2011,0,0,377433,4755295
WWR0001516,Table Rock Farm,Castile (T),Wyoming,Agricultural,Groundwater,2011,0.19,,252971,4723747
WWR0001518,Taconic Biosciences,Germantown (T),Columbia,Industrial,Groundwater,2011,0.03,0.06,593392,4666470
WWR0001517,Taconic Estates,East Fishkill (T),Dutchess,Public Water Supply,Groundwater,2011,0.01,0.01,602617,4604234
WWR0001519,Taliaferro Farms,New Paltz (T),Ulster,Agricultural,Surface Water,2011,0.15,0.46,574326,4619872
WWR0001520,Talisman Energy,Baldwin (T),Chemung,Oil / Gas Production,Surface Water,2011,0,0,364758,4664436
WWR0001523,"Tannersville, Vg",Hunter (T),Greene,Public Water Supply,Groundwater; Surface Water,2011,0.25,0.43,571702,4671898
WWR0001522,Tan Tara Golf Club,Pendleton (T),Niagara,Recreational - Golf Course,Surface Water,2011,0.04,0.1,190080,4775071
WWR0001524,Tarry Brae Golf Course (South Fallsburgh),Fallsburg (T),Sullivan,Recreational - Golf Course,Surface Water,2011,0.03,0.3,529817,4620042
WWR0000067,Tecumseh Redevelopment (ArcelorMittal Lackawanna),Hamburg (T),Erie,Industrial,Surface Water,2011,25,25,185369,4748168
WWR0001528,Terry Hills Golf Course,Batavia (T),Genesee,Recreational - Golf Course,Groundwater; Surface Water,2011,0.06,0.24,243922,4765838
WWR0001529,Tetz & Sons - Mongaup,Thompson (T),Sullivan,Mine Dewatering,Groundwater; Surface Water,2011,0.1,0.14,519024,4612408
WWR0001531,Texas Brine Co,Middlebury (T),Wyoming,Industrial,Groundwater,2011,0.03,0.17,248091,4744849
WWR0001533,Thendara Golf Course,Webb (T),Herkimer,Recreational - Golf Course,Surface Water,2011,0.09,0.36,500221,4839196
WWR0000605,Thousand Islands Country Club,Alexandria (T),Jefferson,Recreational - Golf Course,Surface Water,2011,0.03,0.18,425162,4910037
WWR0001535,"Tiashoke Farm, LLC",Cambridge (T),Washington,Agricultural,Groundwater,2011,0.06,0.06,625993,4757025
WWR0001536,Ticonderoga Golf Corp,Ticonderoga (T),Essex,Recreational - Golf Course,Surface Water,2011,0.02,0.72,623594,4854637
WWR0001538,"Ticonderoga, Tn - Gooseneck Pond",Ticonderoga (T),Essex,Public Water Supply,Surface Water,2011,0.33,0.47,626812,4856229
WWR0001537,"Ticonderoga, Tn - Lake George",Ticonderoga (T),Essex,Public Water Supply,Surface Water,2011,0.45,0.8,626816,4856233
WWR0001539,Tilcon - Cedar Cliff Quarry,Marlborough (T),Ulster,Mine Dewatering,Groundwater,2011,0,0,586522,4605268
WWR0001540,Tilcon - Clinton Point Quarry,Poughkeepsie (T),Dutchess,Mine Dewatering,Surface Water,2011,9.59,11.38,588586,4608807
WWR0000439,Tilcon - Goshen Quarry and Ashalt,Goshen (T),Orange,Mine Dewatering,Groundwater; Surface Water,2011,0.1,1.08,553530,4578954
WWR0001541,Tilcon - Haverstraw Quarry,Clarkstown (T),Rockland,Mine Dewatering,Surface Water,2011,0.23,0.42,587810,4558635
WWR0001542,Tilcon - High Hill Road Pit,Coxsackie (T),Greene,Mine Dewatering,Groundwater,2011,0,0,591660,4688660
WWR0001543,Tilcon - Suffern Quarry,Ramapo (T),Rockland,Mine Dewatering,Surface Water,2011,0,0,571923,4551939
WWR0001544,Tilcon - Tomkins Cove Quarry,Stony Point (T),Rockland,Mine Dewatering,Surface Water,2011,0.16,0.29,585415,4567292
WWR0001545,Tilcon - West Nyack Quarry,Clarkstown (T),Rockland,Mine Dewatering,Surface Water,2011,0.99,2.71,587483,4551284
WWR0001548,Timber Ridge Golf Club,Clarkson (T),Monroe,Recreational - Golf Course,Surface Water,2011,0.16,0.36,267087,4789519
WWR0001550,Titus Mountain Family Ski Center,Malone (T),Franklin,Recreational - Snow Making,Surface Water,2011,0.45,2.88,560524,4957062
WWR0001551,"Tivoli, Vg",Red Hook (T),Dutchess,Public Water Supply,Groundwater,2011,0.07,0.1,590089,4656066
WWR0001552,Toggenburgh Mountain,Fabius (T),Onondaga,Recreational - Snow Making,Surface Water,2011,0.45,5.44,421539,4741915
WWR0001553,Tonawanda Coke Corp,Tonawanda (T),Erie,Industrial,Surface Water,2011,2.18,4.18,179167,4766187
WWR0000260,Tonawanda Engine Plant,Tonawanda (T),Erie,Industrial,Surface Water,2011,0.26,0.37,181075,4764415
WWR0001554,"Tonawanda, Tn",Tonawanda (T),Erie,Public Water Supply,Surface Water,2011,13,16.4,179990,4764325
WWR0001555,Torrey Farms Dairy Inc.,Elba (T),Genesee,Agricultural,Groundwater,2011,0.1,0.11,239915,4772216
WWR0001556,Torrey Farms Inc.,Barre (T),Orleans,Agricultural,Groundwater; Surface Water,2011,0.46,1.73,239289,4774973
WWR0001557,Torrey Farms of Potter Inc.,Potter (T),Yates,Agricultural,Surface Water,2011,1.15,1.15,320789,4729452
WWR0001559,Trainer Farm,Chateaugay (T),Franklin,Agricultural,Groundwater; Purchase,2011,0.04,0.08,575176,4979470
WWR0001560,"Tre-G Farms, LLC",Pompey (T),Onondaga,Agricultural,Groundwater; Surface Water,2011,0.01,0.01,421138,4752761
WWR0001561,Tri City - Brisben Mine Site,Greene (T),Chenango,Industrial,Surface Water,2011,1.06,1.3,443525,4689392
WWR0001562,Tri City - Broad Street Industrial,Dickinson (T),Broome,Industrial,Surface Water,2011,1.06,1.3,426358,4664140
WWR0001563,Tri City - Gorick Route 369 Pit,Fenton (T),Broome,Industrial,Surface Water,2011,1.85,2.31,432131,4672687
WWR0001564,Tri City - Route 369 Pit,Fenton (T),Broome,Industrial,Surface Water,2011,1.85,2.31,431558,4671042
WWR0001565,Tri City - Yary's Quarry,Fenton (T),Broome,Industrial,Surface Water,2011,1.06,1.3,431639,4672203
WWR0001566,Tri-County Country Club,Hanover (T),Chautauqua,Recreational - Golf Course,Surface Water,2011,0.04,0.19,162540,4708854
WWR0001567,Troncillito Brother's Inc.,Marlborough (T),Ulster,Bottled/Bulk Water,Groundwater,2011,0.03,0.25,581418,4605014
WWR0001570,"Troy, City - John P. Buckley WTP",Pittstown (T),Rensselaer,Public Water Supply,Surface Water,2011,18.49,27.84,607456,4732463
WWR0000207,Troy Sand & Gravel - Cammarota Pit,Schaghticoke (T),Rensselaer,Mine Dewatering,Surface Water,2011,0.21,0.36,608828,4749148
WWR0001397,Troy Sand & Gravel - Schultz,Providence (T),Saratoga,Mine Dewatering,Surface Water,2011,0.21,0.36,581344,4771504
WWR0001655,Troy Sand & Gravel - Weir Sand & Gravel Mine,Schaghticoke (T),Rensselaer,Mine Dewatering,Surface Water,2011,0.21,0.36,612762,4749620
WWR0001670,Troy Sand & Gravel - West Sand Lake Pit,Sand Lake (T),Rensselaer,Mine Dewatering,Surface Water,2011,0.45,0.78,614397,4723024
WWR0001571,True Farms,Perry (T),Wyoming,Agricultural,Surface Water,2011,0.03,0.04,253793,4735914
WWR0001573,Trump National Golf Club Westchester,Ossining (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water,2011,0.04,0.43,597893,4555760
WWR0001574,Truncali Farms,Marlborough (T),Ulster,Agricultural,Groundwater; Surface Water,2011,0.06,0.24,584166,4604555
WWR0001575,"Tully, Vg",Tully (T),Onondaga,Public Water Supply,Groundwater,2011,0.13,0.18,408756,4738276
WWR0001577,"Tupper Lake, Vg",Tupper Lake (T),Franklin,Public Water Supply,Surface Water,2011,0.81,1.59,542620,4896772
WWR0001578,"Turin, Vg",Turin (T),Lewis,Public Water Supply,Groundwater,2011,0.06,0.11,466489,4830334
WWR0001579,Turnbull Nursery,Brant (T),Erie,Agricultural,Groundwater; Surface Water,2011,0.05,0.35,173927,4724974
WWR0001580,Tuxedo Club,Tuxedo (T),Orange,Recreational - Golf Course,Groundwater; Surface Water,2011,0.04,0.15,564472,4557132
WWR0001581,"Tuxedo Park, Vg",Tuxedo (T),Orange,Public Water Supply,Surface Water,2011,0.34,0.81,566378,4560128
WWR0001582,Twin Birch Dairy LLC,Skaneateles (T),Onondaga,Agricultural,Groundwater; Surface Water,2011,0.06,0.13,381758,4746547
WWR0001583,Twin Hills Golf Course,Parma (T),Monroe,Recreational - Golf Course,Surface Water,2011,0.08,0.41,267972,4789240
WWR0001586,"Ulster Water District, Tn",Ulster (T),Ulster,Public Water Supply,Groundwater,2011,0.15,1.36,582472,4648325
WWR0001587,"Unadilla, Vg",Unadilla (T),Otsego,Public Water Supply,Groundwater; Surface Water,2011,0.16,0.38,473993,4685945
WWR0001588,"Union Springs, Vg",Springport (T),Cayuga,Public Water Supply,Groundwater,2011,0.28,0.4,361377,4744732
WWR0001826,"Unionville, Vg",Minisink (T),Orange,Public Water Supply,Groundwater,2011,0.04,,536634,4572367
WWR0001591,United Water New York,Ramapo (T),Rockland,Public Water Supply,Groundwater; Surface Water,2011,29.12,43.7,584932,4549902
WWR0001592,United Water Nichols/Owego,Nichols (T),Tioga,Public Water Supply,Groundwater,2011,1.37,2.12,397047,4662577
WWR0000258,University of Rochester,Rochester (C),Monroe,Institutional,Surface Water,2011,15.83,30.32,286162,4777926
WWR0001585,US Gypsum Co,Oakfield (T),Genesee,Mine Dewatering,Groundwater; Surface Water,2011,9.42,24.17,231449,4773300
WWR0001593,US Salt LLC,Reading (T),Schuyler,Mine Dewatering,Surface Water,2011,8.99,10.88,344615,4696668
WWR0001597,Valley Sand & Gravel,Caledonia (T),Livingston,Mine Dewatering,Surface Water,2011,1.22,1.89,275513,4762676
WWR0001598,Van Cortlandt Park Golf Course,Bronx (T),Bronx,Recreational - Golf Course,Surface Water; Purchase,2011,0.01,0.17,593788,4527965
WWR0001272,Vanderbilt Minerals - #4 Mine,Diana (T),Lewis,Mine Dewatering,Groundwater; Surface Water,2011,2.6,3.84,469569,4885596
WWR0001271,Vanderbilt Minerals - Gouverneur,Fowler (T),St. Lawrence,Industrial,Groundwater; Surface Water,2011,0.03,0.05,468934,4901640
WWR0001602,Van Houten Farms,Orangetown (T),Rockland,Agricultural,Groundwater,2011,0,0,584944,4545902
WWR0001603,Van Patten Golf Club,Clifton Park (T),Saratoga,Recreational - Golf Course,Groundwater,2011,0.01,0.35,595717,4750750
WWR0001604,Van Schaick Island Country Club,Cohoes (C),Albany,Recreational - Golf Course,Surface Water,2011,0.03,0.06,607242,4735599
WWR0001605,Van Slyke's Dairy Farm,Pike (T),Wyoming,Agricultural,Groundwater; Surface Water,2011,0.06,0.1,245068,4716950
WWR0001606,Vansridge Dairy,Scipio (T),Cayuga,Agricultural,Groundwater; Surface Water,2011,0.06,0.07,370640,4734852
WWR0001607,"Vestal, Tn",Vestal (T),Broome,Public Water Supply,Groundwater,2011,2.16,4.6,411865,4659484
WWR0001608,Victor Hills Golf Club,Victor (T),Ontario,Recreational - Golf Course,Groundwater,2011,0.26,0.26,304515,4759599
WWR0001609,"Victory Mills, Vg",Saratoga (T),Saratoga,Public Water Supply,Groundwater,2011,0.14,0.15,614243,4771593
WWR0001611,Virgil Water District #1,Virgil (T),Cortland,Public Water Supply,Groundwater,2011,0.02,0.07,401574,4706953
WWR0001612,Virkler - Martinsburg Quarry,Martinsburg (T),Lewis,Mine Dewatering,Surface Water,2011,0.01,0.01,464949,4843416
WWR0001613,Virkler - Watson Operations,Watson (T),Lewis,Mine Dewatering,Surface Water,2011,0.12,0.12,468427,4849737
WWR0001614,Virkler - West Lowville,Lowville (T),Lewis,Mine Dewatering,Surface Water,2011,0.14,0.28,456688,4850790
WWR0001615,"Voorheesville, Vg",New Scotland (T),Albany,Public Water Supply,Groundwater,2011,0.35,0.55,587846,4722704
WWR0001618,Waccabuc Country Club,Lewisboro (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water,2011,0.05,0.42,617657,4571830
WWR0001620,"Waddington, Vg",Waddington (T),St. Lawrence,Public Water Supply,Groundwater,2011,0.06,0.13,483720,4967504
WWR0001622,"Walden, Vg",Montgomery (T),Orange,Public Water Supply,Groundwater,2011,0.71,1.3,567598,4601208
WWR0001624,Walker Farms - Fort Ann,Fort Ann (T),Washington,Agricultural,Groundwater; Surface Water,2011,0.1,0.11,622116,4806558
WWR0001623,Walker Farm - Wayland,Springwater (T),Livingston,Agricultural,Groundwater; Surface Water,2011,0.03,0.03,287791,4719449
WWR0001628,Wallkill Golf Club,Wallkill (T),Orange,Recreational - Golf Course,Groundwater; Surface Water,2011,0.02,0.22,549562,4595343
WWR0001630,Wallkill Water District #1,Wallkill (T),Orange,Public Water Supply,Groundwater,2011,2.43,3.8,552416,4587586
